claim_id,exhibit,claim,value,ci95,n,source_json,json_path,code,sha256_16,path_status
C219,Table7,여성 파트너 총 terrain (레벨) 격차,-0.04053,"[-0.0613, -0.0158]",2661,07_analysis/out/P00136.json,estimates.G1_fp_to_component.terrain.fp.coef,06_code/p001_36_gender_components.py,b7c75195ca7dc111,valid
C220,Table7,"여성 파트너 총 terrain 격차, 연공 통제",-0.01608,"[-0.0335, 0.0025]",2661,07_analysis/out/P00136.json,estimates.G2_fp_to_component_tenure.terrain.fp.coef,06_code/p001_36_gender_components.py,b7c75195ca7dc111,valid
C221,Table7,여성 파트너 빈티지 성분 격차,-0.01736,"[-0.0275, -0.0085]",2661,07_analysis/out/P00136.json,estimates.G1_fp_to_component.t_v.fp.coef,06_code/p001_36_gender_components.py,b7c75195ca7dc111,valid
C222,Table7,여성 파트너 단계 성분 격차,-0.01572,"[-0.0295, -0.0023]",2661,07_analysis/out/P00136.json,estimates.G1_fp_to_component.t_s.fp.coef,06_code/p001_36_gender_components.py,b7c75195ca7dc111,valid
C223,Table7,여성 파트너 섹터 성분 격차,-0.00745,"[-0.0171, 0.0039]",2661,07_analysis/out/P00136.json,estimates.G1_fp_to_component.t_cs.fp.coef,06_code/p001_36_gender_components.py,b7c75195ca7dc111,valid
C224,Table7,"함의 상쇄량 총합: Σ β(fp→성분)×β(성분→사후 셀 내 성과), 연공 통제",-0.00137,"[-0.0042, 0.0008]",2164,07_analysis/out/P00136.json,estimates.G4_implied_netting.total.coef,06_code/p001_36_gender_components.py,b7c75195ca7dc111,valid
C225,Table9,log 조성액 ← 단계 성분,5.6389,"[2.9938, 8.3121]",196,07_analysis/out/P00137.json,estimates.lp_amt.L1.t_s.coef,06_code/p001_37_lp_components.py,b8965c144b6dbbaa,valid
C226,Table9,"log 조성액 ← 섹터 성분, late_sh 통제",2.77703,"[0.0455, 5.6546]",196,07_analysis/out/P00137.json,estimates.lp_amt.L2.t_cs.coef,06_code/p001_37_lp_components.py,b8965c144b6dbbaa,valid
C227,Table9,"log 조성액 ← 섹터 성분, late_sh + 연공 통제",2.57972,"[-0.6429, 5.611]",196,07_analysis/out/P00137.json,estimates.lp_amt.L3.t_cs.coef,06_code/p001_37_lp_components.py,b8965c144b6dbbaa,valid
C228,Table9,"펀드 조성 ← 섹터 성분, late_sh + 연공 통제",0.25007,"[-0.5644, 1.02]",378,07_analysis/out/P00137.json,estimates.lp_any.L3.t_cs.coef,06_code/p001_37_lp_components.py,b8965c144b6dbbaa,valid
C229,Table9,고정 출구지평 회사 FE 사양 MDE80 (총 terrain),0.3787,-,1490,07_analysis/out/P00133.json,estimates.A_exit3_exit3.F3t.terrain.mde80,06_code/p001_33_fixed_horizon_exit.py,45f4b7f98d481225,valid
C230,Table7,"고정 출구지평(exit3/exit3) 조정 성과(adj) 자체의 계수, 연공 통제 (F2t 와 같은 회귀)",0.17997,"[0.0827, 0.2808]",2017,07_analysis/out/P00133.json,estimates.A_exit3_exit3.F2t.adj.coef,06_code/p001_33_fixed_horizon_exit.py,45f4b7f98d481225,valid
C231,Table9,딜 수준 회사×연 FE 표본의 회사 수,661,-,25600,07_analysis/out/P00134.json,estimates.D3_firmyear_FE.n_firms,06_code/p001_34_deal_rolling_fe.py,4a6b41ee108b8150,valid
C232,Table9,새 기업 제한(F4t) 계수의 F2t 대비 비율(%),69.2,-,1574,07_analysis/out/P00133.json,estimates.A_exit3_exit3.pct_of_F2t_terrain.F4t,06_code/p001_33_fixed_horizon_exit.py,45f4b7f98d481225,valid
C233,Table9,"총 terrain 회사 내 편차(within) 계수, Mundlak",0.11929,"[-0.026, 0.2792]",2164,07_analysis/out/P00132.json,estimates.W3_total.dev_terrain.coef,06_code/p001_32_firm_between_within.py,b9fccf99d20f542e,valid
C234,Table9,"총 terrain 회사 평균(between) 계수, Mundlak",0.06138,"[-0.0376, 0.148]",2164,07_analysis/out/P00132.json,estimates.W3_total.fm_terrain.coef,06_code/p001_32_firm_between_within.py,b9fccf99d20f542e,valid
C235,Table9,딜 수준 회사×연 FE 사양의 MDE80 (총 terrain),0.164,-,25600,07_analysis/out/P00134.json,estimates.D3t_total_firmyear_FE.terrain_pr.mde80,06_code/p001_34_deal_rolling_fe.py,4a6b41ee108b8150,valid
C236,Table9,고정 출구지평 회사 FE 사양의 MDE80 (섹터 성분),0.4011,-,1490,07_analysis/out/P00133.json,estimates.A_exit3_exit3.F3.t_cs.mde80,06_code/p001_33_fixed_horizon_exit.py,45f4b7f98d481225,valid
C237,Table9,빈티지 성분 반분 신뢰도 (Spearman-Brown; 반분이 셀 벤치마크를 공유 — 상한),0.9672,-,2661,07_analysis/out/P00135.json,estimates.A_reliability.t_v.rho_SB,06_code/p001_35_terrain_reliability.py,f1d43f10a3a6f451,valid
C238,Table9,단계 성분 반분 신뢰도 (Spearman-Brown; 상한),0.8714,-,2661,07_analysis/out/P00135.json,estimates.A_reliability.t_s.rho_SB,06_code/p001_35_terrain_reliability.py,f1d43f10a3a6f451,valid
C239,Table8,관측된 후기단계 여성창업×여성파트너 딜 수 (재배분 반사실의 기준),818,-,818,07_analysis/out/P00106.json,estimates.n_ff_late_fp_deals,06_code/p001_06_capital_stage.py,d25f8eb9f327cc98,valid
C240,Table6,사건 집계 설계의 자체 감쇠 기울기 (pp/반기),0.58,-,-,07_analysis/out/P00104b.json,estimates.breakdown_slope_pp_per_half,06_code/p001_04b_stacked_fix.py,5f65ab774bdd1e4d,valid
C241,Table9,"corr(재직연차, composition component) — 개방지평",0.5191,-,2661,07_analysis/out/P00130.json,estimates.corr_tenure_terrain,06_code/p001_30_terrain_decomp.py,0ec1b62314e8ffc6,valid
C242,Table9,후속(fon) 벤치마크 vs 36m 출구(exit3) 벤치마크의 셀(yss) 가중 상관,-0.2588,-,1488,07_analysis/out/P00138.json,estimates.A_stage_rates.cell_corr_fon_exit3_weighted,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C243,Table9,"후속률 단계 간 범위(PE 제외, 사전기 NAEU)",0.1932,-,49352,07_analysis/out/P00138.json,estimates.A_stage_rates.fon_range_excl_pe,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C244,Table9,36m 출구율 단계 간 범위(PE 제외),0.2791,-,49352,07_analysis/out/P00138.json,estimates.A_stage_rates.exit3_range_excl_pe,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C245,Table9,고정지평 Mundlak: 총 terrain between(회사평균) 계수,0.43452,"[0.1774, 0.6935]",2017,07_analysis/out/P00138.json,estimates.B3_mundlak_total_fixed.fm_terrain.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C246,Table9,고정지평 Mundlak: 총 terrain within(편차) 계수,-0.01837,"[-0.2931, 0.221]",2017,07_analysis/out/P00138.json,estimates.B3_mundlak_total_fixed.dev_terrain.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C247,Table9,고정지평 Mundlak: 총 terrain 대비(within − between),-0.4529,"[-0.7859, -0.1296]",2017,07_analysis/out/P00138.json,estimates.B3_contrast_terrain.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C248,Table9,고정지평 Mundlak: 섹터 성분 between,0.5084,"[0.1674, 0.8478]",2017,07_analysis/out/P00138.json,estimates.B1_mundlak_parts_fixed.fm_t_cs.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C249,Table9,고정지평 Mundlak: 섹터 성분 within,0.04414,"[-0.2338, 0.3155]",2017,07_analysis/out/P00138.json,estimates.B1_mundlak_parts_fixed.dev_t_cs.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C250,Table9,고정지평 Mundlak: 섹터 성분 대비,-0.46426,"[-0.8743, -0.037]",2017,07_analysis/out/P00138.json,estimates.B1_contrast_tcs.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C251,Table7,"함의 상쇄 총합, 고정 출구지평 (같은 구성)",-0.0002,"[-0.0041, 0.0053]",2017,07_analysis/out/P00138.json,estimates.C_implied_netting_fixed.total.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C254,Table7,"Ex-ante 사전기(≤2014-10, 36m 창 분할 전 완결) 총 terrain, 연공 통제",0.0905,"[-0.1235, 0.3499]",1127,07_analysis/out/P00138.json,estimates.D_exante_window.exante_le_2014_10.F2t.terrain.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C255,Table7,"거울 반쪽 사전기(2014-11~2017-10) 총 terrain, 연공 통제",0.32567,"[0.1412, 0.4993]",1298,07_analysis/out/P00138.json,estimates.D_exante_window.mirror_2014_11_to_2017_10.F2t.terrain.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C256,Table7,"사후기 = 사전기 투자 기업의 후속 딜만, 총 terrain",0.35836,"[0.0822, 0.6431]",1594,07_analysis/out/P00138.json,estimates.E_overlap_only.F2t.terrain.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C257,Table7,고정지평 IPW(관측확률 역가중) 총 terrain,0.252,"[-0.0049, 0.519]",2017,07_analysis/out/P00138.json,estimates.F_ipw_fixed.F2t_ipw.terrain.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C258,Table9,고정지평 표본의 사후기 관측 비중,0.758,-,2661,07_analysis/out/P00138.json,estimates.F_ipw_fixed.share_observed,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C259,Table7,"딜 이전 출구 제외(days ≥ 0) 총 terrain, 연공 통제",0.27087,"[0.0777, 0.47]",2017,07_analysis/out/P00138.json,estimates.G_days_ge0.F2t.terrain.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C260,Table9,"36m 출구 기저율 사후기, days ≥ 0 판",0.1384,-,32359,07_analysis/out/P00138.json,estimates.G_days_ge0.base_post_pos,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C261,Table9,"36m 출구 양성 중 딜 이전 출구 비중, 사전기",0.0281,-,49352,07_analysis/out/P00138.json,estimates.G_days_ge0.share_negative_lag_among_exit3_pre,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C262,Table9,"36m 출구 양성 중 딜 이전 출구 비중, 사후기",0.0478,-,32359,07_analysis/out/P00138.json,estimates.G_days_ge0.share_negative_lag_among_exit3_post,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C263,Table9,"표준화 계수, 고정 F2t: 조정 성과(adj)",0.098,-,2017,07_analysis/out/P00138.json,estimates.H_standardized.fixed_F2t.adj.beta_std,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C264,Table9,"표준화 계수, 개방 R1t: 총 terrain",0.0566,-,2164,07_analysis/out/P00138.json,estimates.H_standardized.open_R1t.terrain.beta_std,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C265,Table9,"표준화 계수, 개방 R1t: 조정 성과(adj)",0.2996,-,2164,07_analysis/out/P00138.json,estimates.H_standardized.open_R1t.adj.beta_std,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C266,Table9,Ex-ante 사전기 총 terrain 사양의 MDE80,0.3507,-,1127,07_analysis/out/P00138.json,estimates.D_exante_window.exante_le_2014_10.F2t.terrain.mde80,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C267,Table9,고정지평 반분 일치도: 섹터 성분,0.5015,-,2661,07_analysis/out/P00138.json,estimates.I_split_half_agreement_exit3.t_cs.rho_SB,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C268,Table9,고정지평 반분 일치도: 총 terrain,0.6241,-,2661,07_analysis/out/P00138.json,estimates.I_split_half_agreement_exit3.terrain.rho_SB,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C269,Table9,고정지평 반분 일치도: 조정 성과,0.468,-,2661,07_analysis/out/P00138.json,estimates.I_split_half_agreement_exit3.adj.rho_SB,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C270,Table9,"jobs 합류일 커버리지(홈 회사 job 행, started_on 존재)",0.8767,-,2661,07_analysis/out/P00139.json,estimates.A_coverage.share_join_date,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C271,Table9,"corr(jobs 재직연차, 첫 귀속 딜 재직연차)",0.6548,-,2333,07_analysis/out/P00139.json,estimates.A_coverage.corr_tenure_j_vs_first_deal,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C272,Table7,"고정 출구지평 총 terrain, jobs 재직연차·직급 통제 (매칭 파트너)",0.30512,"[0.1173, 0.5014]",1789,07_analysis/out/P00139.json,estimates.C_fixed_horizon.F2t_jobs.terrain.coef,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C273,Table7,"고정 출구지평 총 terrain, 회사 FE + jobs 재직연차·직급",-0.1123,"[-0.3889, 0.1849]",1313,07_analysis/out/P00139.json,estimates.C_fixed_horizon.F3t_jobs.terrain.coef,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C274,Table7,"여성 파트너 총 terrain 격차, jobs 재직연차·직급 통제",-0.02081,"[-0.041, 0.0012]",2333,07_analysis/out/P00139.json,estimates.D_gender_given_jobs.terrain.jobs.fp.coef,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C275,Table7,"여성 파트너 총 terrain 격차, 직급만 통제",-0.0387,"[-0.0629, -0.0162]",2333,07_analysis/out/P00139.json,estimates.D_gender_given_jobs.terrain.rank_only.fp.coef,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C276,Table9,"여−남 jobs 재직연차 차(년), 매칭 파트너",-1.547,-,2333,07_analysis/out/P00139.json,estimates.D_gender_given_jobs.rank_gap_female_minus_male_tenure_j,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C277,Table7,"고정 출구지평 총 terrain, 첫딜 연공 통제, 매칭 파트너(비교 기준)",0.28348,"[0.0358, 0.4894]",1789,07_analysis/out/P00139.json,estimates.C_fixed_horizon.F2t_TEN.terrain.coef,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C278,Table9,"관측 선택 ← 빈티지 성분, jobs 재직연차·직급 통제",-2.38006,"[-2.7019, -2.0795]",2333,07_analysis/out/P00139.json,estimates.E_selection.R7_jobs.t_v.coef,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C279,Table9,관측 선택 ← jobs 재직연차,0.01256,"[0.0052, 0.0195]",2333,07_analysis/out/P00139.json,estimates.E_selection.R7_jobs.tenure_j.coef,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C280,Table9,첫 귀속 딜이 jobs 합류일보다 앞선 파트너 비중,0.2927,-,2333,07_analysis/out/P00139.json,estimates.A_coverage.first_deal_minus_join_years.share_negative,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C281,Table9,"개방지평 총 terrain, jobs 재직연차·직급 통제 (매칭 파트너)",0.07329,"[-0.0052, 0.1598]",1914,07_analysis/out/P00139.json,estimates.B_open_horizon.R2t_jobs.terrain.coef,06_code/p001_39_jobs_tenure_rank.py,a9032c1005a08377,valid
C282,Table9,개방지평 Mundlak: 총 terrain 대비(within − between),0.05791,"[-0.0976, 0.2156]",2164,07_analysis/out/P00132.json,estimates.W3_contrast.coef,06_code/p001_32_firm_between_within.py,b9fccf99d20f542e,valid
C283,Table9,Table 3 동료비교(NAEU 회사×연×섹터): 양 성별 파트너 FF 딜을 모두 가진 셀 수,174,-,7103,07_analysis/out/P00140.json,estimates.NAEU.pluscat.n_mixed_cells,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C284,Table9,같은 셀들의 딜 수,430,-,7103,07_analysis/out/P00140.json,estimates.NAEU.pluscat.n_deals_mixed,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C285,Table9,같은 셀들의 딜 비중,0.0605,-,7103,07_analysis/out/P00140.json,estimates.NAEU.pluscat.share_deals_mixed,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C286,Table9,여성 파트너 FF 딜 중 같은 셀에 남성 파트너 FF 딜이 있는 비중 (NAEU),0.2366,-,837,07_analysis/out/P00140.json,estimates.NAEU.pluscat.share_fp_deals_with_peer,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C287,Table9,동료 비교가 존재하는 여성 파트너 수 (NAEU),90,-,326,07_analysis/out/P00140.json,estimates.NAEU.pluscat.n_female_partners_with_peer,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C288,Table9,NAEU FF 딜 표본의 여성 파트너 수,326,-,7103,07_analysis/out/P00140.json,estimates.NAEU.n_female_partners,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C289,Table9,"leave-one-cell-out 잭나이프 최대 이동 (pp), NAEU",0.716,-,174,07_analysis/out/P00140.json,estimates.NAEU.pluscat.jackknife.max_abs_shift_pp,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C290,Table9,"셀 내 성별 무작위 재배정 위약 |β| 95분위 (pp), NAEU 회사×연×섹터",5.542,-,400,07_analysis/out/P00140.json,estimates.NAEU.pluscat.placebo.p95_abs_pp,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C291,Table9,"위약 |β| ≥ |헤드라인| 비중, NAEU",0.1,-,400,07_analysis/out/P00140.json,estimates.NAEU.pluscat.placebo.share_ge_headline,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C292,Table9,GLOBAL 회사×연×섹터: 혼합 셀 수,191,-,8058,07_analysis/out/P00140.json,estimates.GLOBAL.pluscat.n_mixed_cells,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C293,Table9,GLOBAL: 혼합 셀 딜 수,478,-,8058,07_analysis/out/P00140.json,estimates.GLOBAL.pluscat.n_deals_mixed,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C294,Table9,GLOBAL: 혼합 셀 딜 비중,0.0593,-,8058,07_analysis/out/P00140.json,estimates.GLOBAL.pluscat.share_deals_mixed,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C295,Table9,GLOBAL 위약 |β| 95분위 (pp),5.358,-,400,07_analysis/out/P00140.json,estimates.GLOBAL.pluscat.placebo.p95_abs_pp,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C296,Table9,GLOBAL 위약 ≥ 헤드라인 비중,0.025,-,400,07_analysis/out/P00140.json,estimates.GLOBAL.pluscat.placebo.share_ge_headline,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C297,Table9,GLOBAL 잭나이프 최대 이동 (pp),0.636,-,191,07_analysis/out/P00140.json,estimates.GLOBAL.pluscat.jackknife.max_abs_shift_pp,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C298,Table9,"+stage 셀 위약 |β| 95분위 (pp), NAEU",2.642,-,400,07_analysis/out/P00140.json,estimates.NAEU.plusstage.placebo.p95_abs_pp,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C299,Table9,"+stage 셀 위약 ≥ 헤드라인 비중, NAEU",0.54,-,400,07_analysis/out/P00140.json,estimates.NAEU.plusstage.placebo.share_ge_headline,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C300,Table9,+stage 셀: 혼합 셀 수 / 딜 수 (NAEU),155,-,7103,07_analysis/out/P00140.json,estimates.NAEU.plusstage.n_mixed_cells,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C301,Table9,+stage 셀 혼합 딜 수 (NAEU),336,-,7103,07_analysis/out/P00140.json,estimates.NAEU.plusstage.n_deals_mixed,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C302,Table9,"전 딜(FF 무관) 기준 여성 파트너 딜의 동료 가용 비중, NAEU 회사×연×섹터",0.419,-,24602,07_analysis/out/P00140.json,estimates.NAEU_all_deals_fp_peer_share_cell_cat,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C303,Table9,NAEU 사전기 FF 딜 ≥5 인 여성 파트너 수,44,-,326,07_analysis/out/P00140.json,estimates.NAEU_female_partners_ge5_ff_deals,06_code/p001_40_identifying_cells_audit.py,cff8e960f7b94cda,valid
C304,Table9,"딜 수준 회사×연 FE, adj_pr 통제 없음: 섹터 성분",0.04313,"[-0.0961, 0.1734]",25600,07_analysis/out/P00141.json,estimates.no_adjpr.D3.t_cs_pr.coef,06_code/p001_41_deal_rolling_no_adjpr.py,16584ff39be335d4,valid
C305,Table9,"딜 수준 회사×연 FE, adj_pr 통제 없음: 총 terrain",0.03937,"[-0.0958, 0.1487]",25600,07_analysis/out/P00141.json,estimates.no_adjpr.D3t.terrain_pr.coef,06_code/p001_41_deal_rolling_no_adjpr.py,16584ff39be335d4,valid
C306,Table9,"딜 수준 풀, adj_pr 통제 없음: 섹터 성분",0.17682,"[0.0647, 0.2737]",35348,07_analysis/out/P00141.json,estimates.no_adjpr.D2.t_cs_pr.coef,06_code/p001_41_deal_rolling_no_adjpr.py,16584ff39be335d4,valid
C307,Table9,"딜 수준 풀, adj_pr 통제 있음: 총 terrain",0.17397,"[0.0913, 0.2574]",35348,07_analysis/out/P00141.json,estimates.with_adjpr.D2t.terrain_pr.coef,06_code/p001_41_deal_rolling_no_adjpr.py,16584ff39be335d4,valid
C308,Table9,고정지평 패널 사전기 딜 중 36m 창이 순위 시점(2017-10) 뒤에 닫히는 비중,0.4672,-,38077,07_analysis/out/P00147.json,estimates.A_exante_share.share_window_closes_after_cut_panel,06_code/p001_47_exante_share_artifacts.py,96915f1ac9c78620,valid
C309,Table9,"회사평균 terrain 과 회사평균 adj 의 상관 (고정지평, 사후기 표본)",0.1206,-,2017,07_analysis/out/P00147.json,estimates.B_firm_means.corr_fm_terrain_fm_adj_postsample,06_code/p001_47_exante_share_artifacts.py,96915f1ac9c78620,valid
C310,Table9,고정지평 사후기 표본 중 회사 내 유일 표본 파트너(singleton) 수,434,-,2017,07_analysis/out/P00147.json,estimates.C_singletons.n_singleton_at_firm,06_code/p001_47_exante_share_artifacts.py,96915f1ac9c78620,valid
C311,Table7,"Ex-ante 사전기 조정 성과(adj) 계수, 연공 통제",0.03784,"[-0.0745, 0.1654]",1127,07_analysis/out/P00138.json,estimates.D_exante_window.exante_le_2014_10.F2t.adj.coef,06_code/p001_38_fixed_horizon_recheck.py,938bd55b801df521,valid
C312,Table3,"여성 창업 딜 기저 출구율(exit_ever, 전 표본) — §1·§4·§8 의 '46 percent base'",0.4636,-,-,harness50/out/I78.json,estimates.exit_ever.base_ff,harness50/i78_exit_battery.py,0751fc91824e3b4b,valid
C313,Table10,"이동자: Δ자기 초기단계 비중 ← Δ회사(파트너 제외) 초기단계 비중, 전 전이",0.56229,"[0.4495, 0.6647]",243,07_analysis/out/P00143.json,estimates.D1_assignment.early_pooled.d_firm_early.coef,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C314,Table10,"이동자: 같은 계수, 비중첩 스펠만",0.61631,"[0.4205, 0.8057]",80,07_analysis/out/P00143.json,estimates.D1_assignment.early_nonoverlap.d_firm_early.coef,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C315,Table10,이동자: 단계 성분(t_s) 판,0.71303,"[0.5543, 0.8242]",243,07_analysis/out/P00143.json,estimates.D1_assignment.ts_pooled.d_firm_ts.coef,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C316,Table10,이동자: 섹터 성분(t_cs) 판,0.1568,"[-0.0488, 0.3807]",243,07_analysis/out/P00143.json,estimates.D1_assignment.tcs_pooled.d_firm_tcs.coef,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C317,Table10,이동자: 목적 회사 수준 계수 (출발 회사 동시 투입),0.5336,"[0.4085, 0.65]",243,07_analysis/out/P00143.json,estimates.D1b_levels.firm_early2.coef,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C318,Table10,이동자: 대체 목적 회사(위약) 수준 계수,-0.00502,"[-0.135, 0.1328]",247,07_analysis/out/P00143.json,estimates.D3b_placebo_levels.firm_early2_placebo.coef,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C319,Table10,이동자: 정렬 검사 — 이동 전 자기 비중 ← 목적 회사 비중(이동 전 창),0.14924,"[0.0232, 0.2698]",162,07_analysis/out/P00143.json,estimates.D2_future_firm_placebo.early.dest_early_in_s1.coef,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C320,Table10,이동자 수,382,-,382,07_analysis/out/P00143.json,estimates.A_sample.n_movers,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C321,Table10,이동자 전이 수,410,-,410,07_analysis/out/P00143.json,estimates.A_sample.n_transitions,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C322,Table10,이동자 중 여성,37,-,382,07_analysis/out/P00143.json,estimates.A_sample.n_female_movers,06_code/p001_43_movers_assignment.py,7e66d6de20c1ac36,valid
C323,Table10,부재(≥18m) 중 동료 귀속 딜 ff 비중: 여성 파트너,-0.01762,"[-0.0479, 0.0115]",21140,07_analysis/out/P00144.json,estimates.B_colleague_ff_share.18.b_female.coef,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C324,Table10,부재(≥18m) 중 동료 귀속 딜 ff 비중: 남성 파트너,-0.00385,"[-0.0125, 0.0046]",21140,07_analysis/out/P00144.json,estimates.B_colleague_ff_share.18.b_male.coef,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C325,Table10,"부재(≥18m) 여−남 차, 동료 귀속 딜",-0.01377,"[-0.0446, 0.0181]",21140,07_analysis/out/P00144.json,estimates.B_colleague_ff_share.18.diff_female_minus_male.coef,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C326,Table10,부재(≥18m) 중 회사 전체 지분 딜 ff 비중: 여성 파트너,0.00437,"[-0.0175, 0.0314]",24724,07_analysis/out/P00144.json,estimates.B2_all_deals_ff_share.18.b_female.coef,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C327,Table10,"부재(≥18m) 여−남 차, 회사 전체 딜",0.00503,"[-0.0158, 0.0325]",24724,07_analysis/out/P00144.json,estimates.B2_all_deals_ff_share.18.diff_female_minus_male.coef,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C328,Table10,"부재(≥18m) 기록 위약: 회사 귀속률, 여성",-0.16681,"[-0.2195, -0.1158]",27249,07_analysis/out/P00144.json,estimates.C_placebos.attribution_rate_18.b_female.coef,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C329,Table10,"부재(≥18m) 기록 위약: 회사 귀속률, 남성",-0.20783,"[-0.232, -0.1868]",27249,07_analysis/out/P00144.json,estimates.C_placebos.attribution_rate_18.b_male.coef,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C330,Table10,부재 공백 보유 파트너 수 (≥18m),1575,-,2497,07_analysis/out/P00144.json,estimates.A_sample.n_partners_with_gap18,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C331,Table10,부재 공백 보유 여성 파트너 수,128,-,2497,07_analysis/out/P00144.json,estimates.A_sample.n_female_with_gap18,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C332,Table10,부재: 사전 사건시간 결합 sup-t p,0.3667,-,-,07_analysis/out/P00144.json,estimates.D_pretrend.joint_p,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
